Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,URG Flag Cnt,Init Fwd Win Byts,Label
6,10049,0.0,199.0247785849338,10049,1,10049,10049,2,0,0,0,0,0,0,0,0,0,349,BENIGN
6,10017,0.0,199.66057701906757,10017,1,10017,10017,2,0,0,0,0,0,0,0,0,0,136,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,349,BENIGN
6,10049,0.0,199.0247785849338,10049,1,10049,10049,2,0,0,0,0,0,0,0,0,0,562,BENIGN
6,14731,476.9533636548775,3258.4345937139365,313,2250663,10029,0,48,0,976,146,92864,0,2,0,24,0,28960,BENIGN
6,1408,4711.647727272727,27698.863636363636,37,26240,1000,0,39,0,976,170,108302,1,2,0,24,0,28960,BENIGN
6,332,5912.650602409639,15060.240963855422,83,11218,224,0,5,0,1448,392,397674,1,1,0,1,0,28960,BENIGN
6,34,66676.4705882353,117647.05882352941,11,352,33,0,4,0,2267,566,1284570,1,1,0,1,0,28960,BENIGN
6,778,2280.2056555269924,5141.388174807198,259,128527,669,1,4,0,1774,443,786670,1,1,0,1,0,28960,BENIGN
6,75,11453.333333333334,53333.333333333336,25,1813,74,0,4,0,859,214,184422,1,1,0,1,0,14480,BENIGN
6,27,31814.814814814814,148148.14814814815,9,221,26,0,4,0,859,214,184422,1,1,0,1,0,14480,BENIGN
6,1100,2060.909090909091,3636.3636363636365,366,402234,1099,0,4,0,2267,566,1284570,1,1,0,1,0,28960,BENIGN
6,402,10858.208955223881,17412.935323383084,67,5306,144,0,7,0,2577,623,1014442,1,1,0,3,0,28960,BENIGN
6,2379,2414.459857082808,4203.446826397646,264,427085,2002,0,10,0,1877,574,523920,1,1,0,5,0,14480,BENIGN
6,3413,0.0,878.9920890711984,1706,204160,2026,1387,3,0,0,0,0,1,2,0,0,0,14480,BENIGN
6,5403,713.4925041643531,1665.741254858412,675,3059568,5001,0,9,0,3029,428,1015637,1,1,0,4,0,4380,BENIGN
6,6032,0.0,331.56498673740055,6032,1,6032,6032,2,0,0,0,0,1,1,0,0,0,42408,BENIGN
6,5364,0.0,372.85607755406414,5364,1,5364,5364,2,0,0,0,0,1,1,0,0,0,28960,BENIGN
6,5366,0.0,372.71710771524414,5366,1,5366,5366,2,0,0,0,0,1,1,0,0,0,28960,BENIGN
6,5832,0.0,342.9355281207133,5832,1,5832,5832,2,0,0,0,0,1,1,0,0,0,28960,BENIGN
6,5984,68.01470588235294,1002.6737967914438,1196,6297544,5684,0,6,0,217,67,9116,1,1,0,3,0,28960,BENIGN
6,5963,68.25423444574878,1006.204930404159,1192,6245156,5661,0,6,0,217,67,9116,1,1,0,3,0,28960,BENIGN
6,4388,1217.6390154968094,2051.048313582498,548,1984728,4033,0,9,0,2648,593,857325,1,1,0,5,0,26847,BENIGN
6,5131,33.52173065679205,1169.3626973299552,1026,5091121,5062,0,6,0,141,28,3180,1,1,0,2,0,28960,BENIGN
6,5098,957.23813260102,1373.0874852883483,849,4180309,5023,0,7,0,1726,697,639590,1,1,0,2,0,26544,BENIGN
6,5102,956.4876519012153,1372.0109760878088,850,4193650,5030,0,7,0,1726,697,639590,1,1,0,2,0,26544,BENIGN
6,5113,954.4298846078623,1369.0592607079993,852,4208726,5039,0,7,0,1726,697,639590,1,1,0,2,0,26544,BENIGN
6,5224,639.5482388973967,1148.5451761102604,1044,4911368,5009,0,6,0,2584,556,1023573,1,1,0,4,0,14480,BENIGN
6,5455,885.4262144821265,2199.8166819431713,495,2496234,5260,0,12,0,1448,402,335307,1,1,0,7,0,14480,BENIGN
6,5706,0.0,350.5082369435682,5706,1,5706,5706,2,0,0,0,0,1,1,0,0,0,28960,BENIGN
6,5758,0.0,521.0142410559222,2879,7053768,4757,1001,3,0,0,0,0,1,2,0,0,0,28960,BENIGN
6,5633,866.3234510917806,1242.6770814841116,938,5115600,5555,0,7,0,1726,697,639590,1,1,0,2,0,26544,BENIGN
6,5634,866.1696840610579,1242.4565140220093,939,5106401,5552,0,7,0,1726,697,639590,1,1,0,2,0,26544,BENIGN
6,5634,866.1696840610579,1242.4565140220093,939,5113761,5555,0,7,0,1726,697,639590,1,1,0,2,0,26544,BENIGN
6,10441,591.2268939756729,957.7626664112632,1160,11013985,10008,0,10,0,1448,617,459708,1,1,0,4,0,26847,BENIGN
6,10451,814.6588843172902,1435.269352215099,746,7112625,10011,0,15,0,1723,567,477732,1,1,0,8,0,26847,BENIGN
6,10077,112.23578445966061,694.6511858688102,1679,16609174,9999,0,7,0,946,161,122710,1,1,0,3,0,26544,BENIGN
6,10083,580.0852920757711,991.768322919766,1120,11090143,10001,0,10,0,1726,584,522133,1,1,0,4,0,26544,BENIGN
6,11632,1827.888583218707,2063.273727647868,505,4328740,10000,0,24,0,2896,885,857927,1,1,0,9,0,26544,BENIGN
6,10067,330.48574550511574,794.6756729909606,1438,14252469,10000,0,8,0,1694,415,515232,1,1,0,3,0,26544,BENIGN
6,10068,346.2455303933254,794.5967421533571,1438,14252483,10000,0,8,0,1853,435,576436,1,1,0,3,0,26544,BENIGN
6,10398,2008.4631659934603,2115.7914983650703,495,4743866,10000,0,22,0,3170,949,864415,1,1,0,8,0,26544,BENIGN
6,12967,2324.438960438035,2544.9217243772655,405,3182495,9997,0,33,0,1744,913,576080,1,1,0,10,0,26544,BENIGN
6,11022,652.7853384140809,1451.6421702050445,734,6625969,10020,0,16,0,1451,449,419371,1,1,0,9,0,29200,BENIGN
6,12836,746.727952633219,1402.3060143346836,755,5825957,9999,0,18,0,1726,532,382327,1,1,0,8,0,26544,BENIGN
6,12782,233.68799874823972,1095.290251916758,983,7519671,9999,0,14,0,935,213,153821,1,1,0,5,0,26544,BENIGN
6,10724,392.6706452816113,745.9903021260724,1532,14348813,10121,0,8,0,1720,526,459828,0,1,0,4,0,14480,BENIGN
6,11034,404.6583288018851,815.6606851549756,1379,12305453,10031,0,9,0,3734,496,1488513,0,1,0,4,0,65535,BENIGN
6,10313,567.5361194608746,775.7199650926016,1473,14424710,10086,0,8,0,2310,731,780903,0,1,0,3,0,28960,BENIGN
6,6270,881.1802232854865,2073.365231259968,522,917321,3352,0,13,0,1448,425,191432,0,1,0,8,0,65535,BENIGN
6,6766,1613.8043156961278,1921.3715637008572,563,1035245,3498,0,13,0,2527,839,518627,0,1,0,9,0,65535,BENIGN
6,10541,345.79261929608197,758.9412769186985,1505,14361569,10099,1,8,0,1460,455,385300,0,1,0,4,0,8190,BENIGN
6,10055,313.77424167081057,696.17105917454,1675,16676733,10013,0,7,0,1448,450,423542,0,1,0,3,0,28960,BENIGN
6,10075,613.2009925558312,893.3002481389578,1259,12502604,10011,0,9,0,1551,686,442191,0,1,0,5,0,28960,BENIGN
6,10099,3693.732052678483,2970.59114763838,348,3451797,10014,0,30,0,2788,1243,326115,0,1,0,7,0,28960,BENIGN
6,10091,2210.5836884352393,1783.76771380438,593,5888295,10013,0,18,0,2896,1239,696300,0,1,0,6,0,28960,BENIGN
6,10075,468.0893300248139,694.789081885856,1679,16663407,10012,0,7,0,2528,673,948284,0,1,0,3,0,28960,BENIGN
6,10109,788.4063705608863,791.3740231476902,1444,14323200,10027,0,8,0,2896,996,1521940,0,1,0,3,0,28960,BENIGN
6,10129,2191.924178102478,1678.3492941060322,633,6271535,10028,0,17,0,2896,1306,888209,0,1,0,4,0,28960,BENIGN
6,10134,1070.9492796526545,1184.1326228537596,921,9122178,10029,0,12,0,1448,904,445907,0,1,0,3,0,28960,BENIGN
6,10500,12640.380952380952,8095.238095238095,125,1192325,10016,0,85,0,3773,1561,399029,0,1,0,7,0,28960,BENIGN
6,10316,457.54168282279954,872.4311748739822,1289,12494650,10036,0,9,0,1418,524,370451,0,1,0,3,0,42408,BENIGN
6,10419,83.88520971302428,479.8925040790863,2604,25149696,10127,4,5,0,715,174,95875,0,1,0,2,0,28960,BENIGN
6,10302,419.9184624344787,1261.8908949718502,858,8348834,10033,0,13,0,1597,332,306073,0,1,0,6,0,32767,BENIGN
6,10213,173.2106139234309,391.6576911779105,3404,33677116,10105,0,4,0,1769,442,782143,0,1,0,1,0,28960,BENIGN
6,10348,644.5689988403557,869.7332817935833,1293,12607111,10081,0,9,0,1613,741,548674,0,1,0,3,0,17898,BENIGN
6,11080,546.9314079422383,1083.0324909747292,1007,9077722,10083,0,12,0,1613,505,417138,0,1,0,5,0,17898,BENIGN
6,10537,613.0777261080004,1043.940400493499,1053,10104830,10100,0,11,0,1619,587,471665,0,1,0,5,0,26847,BENIGN
6,10412,330.4840568574721,576.2581636573185,2082,20062165,10094,0,6,0,1497,573,509435,0,1,0,3,0,8192,BENIGN
6,11579,338.97573192849126,518.1794628206236,2315,19208519,10109,1,6,0,1963,654,1026806,0,1,0,2,0,28960,BENIGN
6,12408,2533.607350096712,1934.2359767891683,539,4480022,10022,0,24,0,4344,1309,888762,0,1,0,6,0,28960,BENIGN
6,12075,123.56107660455487,414.0786749482402,3018,22736341,10037,23,5,0,746,298,166930,0,1,0,2,0,42408,BENIGN
6,10787,10200.42643923241,5191.434133679429,196,1807590,9991,0,56,0,3351,1964,839333,0,1,0,6,0,28960,BENIGN
6,10152,677.6989755713159,788.0220646178093,1450,14300831,10026,0,8,0,2896,860,1036338,0,1,0,3,0,28960,BENIGN
6,10260,495.32163742690057,779.7270955165692,1465,14279757,10034,0,8,0,1418,635,396085,0,1,0,3,0,42408,BENIGN
6,10250,6979.707317073171,3707.317073170732,277,2713314,10034,0,38,0,4344,1882,1021796,0,1,0,3,0,28960,BENIGN
6,10102,1527.9152643040982,1286.8738863591368,841,8350270,10020,0,13,0,2896,1187,1167739,0,1,0,2,0,28960,BENIGN
6,10030,79.26221335992024,398.80358923230307,3343,33360077,10013,0,4,0,795,198,158006,0,1,0,1,0,28960,BENIGN
6,12344,193.45430978613092,486.0661049902787,2468,18190875,10028,0,6,0,796,398,190010,0,1,0,3,0,65535,BENIGN
6,10315,819.583131362094,1357.2467280659234,793,7690167,10023,0,14,0,1448,603,426588,0,1,0,4,0,8192,BENIGN
6,10244,548.4185864896525,780.9449433814916,1463,14258455,10026,0,8,0,1861,702,591670,0,1,0,3,0,28960,BENIGN
6,10069,97.22911907835932,397.25891349687157,3356,33393460,10029,10,4,0,979,244,239555,0,1,0,1,0,28960,BENIGN
6,10266,219.17007597895966,779.2713812585233,1466,14292244,10039,0,8,0,1041,281,223225,0,1,0,3,0,42408,BENIGN
6,10350,543.768115942029,1062.8019323671497,1035,10025314,10047,0,11,0,1460,511,407165,0,1,0,4,0,8190,BENIGN
6,10466,599.9426715077393,955.4748710108925,1162,11106044,10049,0,10,0,1658,627,642097,0,1,0,4,0,14480,BENIGN
6,746,0.0,2680.9651474530833,746,1,746,746,2,0,0,0,0,1,0,0,0,0,972,BENIGN
6,12830,372.25253312548716,701.4809041309431,1603,11689930,10029,1,9,0,796,530,158531,0,1,0,6,0,65535,BENIGN
6,1775,0.0,1126.7605633802816,1775,1,1775,1775,2,0,0,0,0,1,0,0,0,0,939,BENIGN
6,14263,1382.8787772558367,1472.3410222253383,713,5181826,10139,0,21,0,3099,939,584934,0,1,0,14,0,28960,BENIGN
6,5743,0.0,348.2500435312554,5743,1,5743,5743,2,0,0,0,0,1,0,0,0,0,16384,BENIGN
6,5714,0.0,350.01750087504377,5714,1,5714,5714,2,0,0,0,0,1,0,0,0,0,16384,BENIGN
6,9702,3.195217480931767,309.2145949288806,4851,47064402,9702,0,3,0,31,10,315,1,0,0,1,0,7508,BENIGN
6,9798,3.163911002245356,306.1849357011635,4899,48000402,9798,0,3,0,31,10,315,1,0,0,1,0,252,BENIGN
6,9719,3.189628562609322,308.67373186541823,4859,47229480,9719,0,3,0,31,10,315,1,0,0,1,0,9070,BENIGN
6,5237,763.0322703838075,1336.6431162879512,872,4088705,4999,0,7,0,1448,570,447750,1,1,0,2,0,65535,BENIGN
6,5237,763.0322703838075,1336.6431162879512,872,4085397,4997,0,7,0,1448,570,447750,1,1,0,2,0,65535,BENIGN
6,10016,0.0,199.68051118210863,10016,1,10016,10016,2,0,0,0,0,0,0,0,0,0,61,BENIGN
6,10043,0.0,199.14368216668325,10043,1,10043,10043,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10043,0.0,199.14368216668325,10043,1,10043,10043,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10043,0.0,199.14368216668325,10043,1,10043,10043,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10043,0.0,199.14368216668325,10043,1,10043,10043,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10047,0.0,199.06439733253708,10047,1,10047,10047,2,0,0,0,0,0,0,0,0,0,128,BENIGN
6,10047,0.0,199.06439733253708,10047,1,10047,10047,2,0,0,0,0,0,0,0,0,0,126,BENIGN
6,10047,0.0,199.06439733253708,10047,1,10047,10047,2,0,0,0,0,0,0,0,0,0,126,BENIGN
6,10016,0.0,199.68051118210863,10016,1,10016,10016,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10047,0.0,199.06439733253708,10047,1,10047,10047,2,0,0,0,0,0,0,0,0,0,358,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,32,BENIGN
6,10112,0.0,197.78481012658227,10112,1,10112,10112,2,0,0,0,0,0,0,0,0,0,86,BENIGN
6,10110,0.0,197.82393669634027,10110,1,10110,10110,2,0,0,0,0,0,0,0,0,0,113,BENIGN
6,10111,0.0,197.80437147660965,10111,1,10111,10111,2,0,0,0,0,0,0,0,0,0,136,BENIGN
6,10018,0.0,199.64064683569575,10018,1,10018,10018,2,0,0,0,0,0,0,0,0,0,82,BENIGN
6,10111,0.0,197.80437147660965,10111,1,10111,10111,2,0,0,0,0,0,0,0,0,0,512,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,349,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,1073,BENIGN
6,10049,0.0,199.0247785849338,10049,1,10049,10049,2,0,0,0,0,0,0,0,0,0,126,BENIGN
6,10045,0.0,199.1040318566451,10045,1,10045,10045,2,0,0,0,0,0,0,0,0,0,357,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,1006,BENIGN
6,10043,0.0,199.14368216668325,10043,1,10043,10043,2,0,0,0,0,0,0,0,0,0,972,BENIGN
6,10044,0.0,199.12385503783352,10044,1,10044,10044,2,0,0,0,0,0,0,0,0,0,939,BENIGN
6,10045,0.0,199.1040318566451,10045,1,10045,10045,2,0,0,0,0,0,0,0,0,0,1024,BENIGN
6,10047,0.0,199.06439733253708,10047,1,10047,10047,2,0,0,0,0,0,0,0,0,0,290,BENIGN
6,10047,0.0,199.06439733253708,10047,1,10047,10047,2,0,0,0,0,0,0,0,0,0,118,BENIGN
6,10045,0.0,199.1040318566451,10045,1,10045,10045,2,0,0,0,0,0,0,0,0,0,358,BENIGN
6,10080,1.1904761904761905,198.4126984126984,10080,1,10080,10080,2,6,6,6,0,0,0,0,0,0,488,BENIGN
6,10080,0.0,198.4126984126984,10080,1,10080,10080,2,0,0,0,0,0,0,0,0,0,84,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,296,BENIGN
6,6765,4.582409460458241,443.4589800443459,3382,22882612,6765,0,3,0,31,10,315,1,0,0,1,0,32,BENIGN
6,10631,462.51528548584326,940.6452826639074,1181,11228990,10115,0,10,0,1448,491,330399,0,1,0,4,0,65535,BENIGN
6,10631,464.6787696359703,846.5807543975167,1328,12604341,10113,0,9,0,2290,548,643161,0,1,0,4,0,65535,BENIGN
6,52,92038.46153846153,211538.46153846153,5,105,26,0,11,0,1398,435,281985,0,1,0,6,0,27960,BENIGN
6,256,106296.875,101562.5,10,535,89,0,26,0,2437,1046,551794,0,1,0,9,0,27960,BENIGN
6,10015,0.0,199.70044932601098,10015,1,10015,10015,2,0,0,0,0,0,0,0,0,0,61,BENIGN
6,10017,0.0,199.66057701906757,10017,1,10017,10017,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10017,0.0,199.66057701906757,10017,1,10017,10017,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10017,0.0,199.66057701906757,10017,1,10017,10017,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10017,0.0,199.66057701906757,10017,1,10017,10017,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10049,0.0,199.0247785849338,10049,1,10049,10049,2,0,0,0,0,0,0,0,0,0,126,BENIGN
6,10049,0.0,199.0247785849338,10049,1,10049,10049,2,0,0,0,0,0,0,0,0,0,126,BENIGN
6,10049,0.0,199.0247785849338,10049,1,10049,10049,2,0,0,0,0,0,0,0,0,0,128,BENIGN
6,10017,0.0,199.66057701906757,10017,1,10017,10017,2,0,0,0,0,0,0,0,0,0,63,BENIGN
6,10047,0.0,199.06439733253708,10047,1,10047,10047,2,0,0,0,0,0,0,0,0,0,358,BENIGN
6,10112,0.0,197.78481012658227,10112,1,10112,10112,2,0,0,0,0,0,0,0,0,0,86,BENIGN
6,10112,0.0,197.78481012658227,10112,1,10112,10112,2,0,0,0,0,0,0,0,0,0,113,BENIGN
6,307,100.9771986970684,9771.98697068404,153,9112,221,86,3,0,31,10,315,1,0,0,1,0,86,BENIGN
6,84,369.04761904761904,35714.28571428572,42,1682,71,13,3,0,31,10,325,1,0,0,1,0,113,BENIGN
6,10113,0.0,197.76525264511025,10113,1,10113,10113,2,0,0,0,0,0,0,0,0,0,136,BENIGN
6,10015,0.0,199.70044932601098,10015,1,10015,10015,2,0,0,0,0,0,0,0,0,0,82,BENIGN
6,103,300.97087378640776,19417.47572815534,103,1,103,103,2,0,31,15,480,1,0,0,1,0,136,BENIGN
6,10113,0.0,197.76525264511025,10113,1,10113,10113,2,0,0,0,0,0,0,0,0,0,512,BENIGN
6,10050,0.0,199.00497512437812,10050,1,10050,10050,2,0,0,0,0,0,0,0,0,0,349,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,1073,BENIGN
6,10049,0.0,199.0247785849338,10049,1,10049,10049,2,0,0,0,0,0,0,0,0,0,126,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,357,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,1006,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,972,BENIGN
6,10017,0.0,199.66057701906757,10017,1,10017,10017,2,0,0,0,0,0,0,0,0,0,939,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,1024,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,290,BENIGN
6,10048,0.0,199.04458598726114,10048,1,10048,10048,2,0,0,0,0,0,0,0,0,0,118,BENIGN
6,10080,0.0,198.4126984126984,10080,1,10080,10080,2,0,0,0,0,0,0,0,0,0,84,BENIGN
