Protocol,Flow Duration,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Pkt Num,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,URG Flag Cnt,Init Fwd Win Byts,Label
6,1085,101.38248847926268,3686.6359447004606,361,297369,989,1,4,0,110,27,3012,1,1,0,1,0,28960,BENIGN
6,1073,191184.52935694315,95060.57781919852,10,2833,493,0,102,0,4344,2011,754049,1,1,0,6,0,28960,BENIGN
6,8390,3511.4421930870085,3575.6853396901074,289,1342104,6001,0,30,0,2864,982,897071,1,1,0,13,0,29200,BENIGN
6,3341,567.4947620472913,1795.8695001496558,668,2231120,3340,0,6,316,316,316,0,0,0,0,6,0,2080,BENIGN
17,14982,9.61153384060873,200.2402883460152,7491,12550050,9996,4986,3,48,48,48,0,0,0,0,0,0,0,BENIGN
6,789,26000.0,19011.406844106463,56,24293,568,0,15,0,2920,1367,1341274,1,2,0,4,0,8192,BENIGN
6,1907,92.29155742003147,11012.06082852648,95,41490,679,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,156,131500.0,102564.10256410256,10,1616,154,0,16,0,2896,1282,1238063,1,2,0,4,0,29200,BENIGN
6,300,586.6666666666666,76666.66666666667,13,1251,124,0,23,0,43,7,161,1,2,0,12,0,29200,BENIGN
6,858,46.62004662004662,9324.009324009325,122,61407,659,0,8,0,20,5,84,0,2,0,2,0,8192,BENIGN
6,721,3173.370319001387,31900.138696255202,32,5999,290,0,23,0,408,99,15494,1,0,0,18,0,252,BENIGN
6,94,1361.7021276595744,42553.1914893617,31,2945,94,0,4,0,128,32,4081,1,1,0,1,0,28960,BENIGN
6,1537,1712.4268054651918,22771.63305139883,45,34092,1010,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,28,10285.714285714286,142857.14285714287,9,261,28,0,4,72,72,72,0,0,0,0,4,0,2079,BENIGN
6,28,45142.857142857145,142857.14285714287,9,230,27,0,4,316,316,316,0,0,0,0,4,0,2079,BENIGN
6,11,1808818.1818181819,1363636.3636363635,0,6,9,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,130,1353.8461538461538,161538.46153846153,6,670,115,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,52,394500.0,288461.53846153844,3,175,48,0,15,0,2896,1367,1329377,1,2,0,4,0,29200,BENIGN
6,376,468.0851063829787,61170.21276595745,17,2447,203,0,23,0,43,7,158,1,2,0,12,0,29200,BENIGN
6,86,238534.88372093023,186046.51162790696,5,246,53,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,348,505.7471264367816,66091.9540229885,15,1090,119,0,23,0,43,7,153,1,2,0,12,0,8192,BENIGN
6,281,73003.55871886121,53380.78291814947,20,4508,251,0,15,0,2920,1367,1341274,1,2,0,4,0,8192,BENIGN
6,461,381.77874186550974,45553.1453362256,23,2789,198,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,2668,962.5187406296851,13868.065967016491,74,52116,1029,0,37,0,408,69,11179,1,2,0,24,0,8192,BENIGN
6,1414,1861.3861386138615,24752.47524752475,41,31565,1002,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,4194,68.6695278969957,953.7434430138293,1398,5863212,4194,0,4,72,72,72,0,0,0,0,4,0,2078,BENIGN
6,4194,301.38292799237007,953.7434430138293,1398,5863212,4194,0,4,316,316,316,0,0,0,0,4,0,2078,BENIGN
6,13498,125.6482441843236,592.680397095866,1928,22988020,12784,0,8,72,632,212,67244,0,0,0,8,0,2079,BENIGN
6,14056,259.39100739897555,853.7279453614115,1277,14755083,12835,0,12,243,316,303,835,0,0,0,12,0,2079,BENIGN
6,2,1592000.0,4000000.0,0,0,1,0,8,0,1592,398,543150,0,2,1,2,0,8192,BENIGN
6,2666,2136.5341335333833,8252.063015753938,126,262973,2340,0,22,72,632,258,17136,0,0,0,22,0,2079,BENIGN
6,2611,3914.975105323631,9191.880505553429,113,233302,2326,0,24,126,1173,425,134213,0,0,0,24,0,2079,BENIGN
6,21,947476.1904761905,714285.7142857143,1,30,19,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,141,1248.22695035461,148936.17021276595,7,687,116,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,126,162809.52380952382,126984.12698412698,8,706,101,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,265,664.1509433962265,79245.28301886792,13,892,110,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,855,119833.91812865497,60818.713450292395,16,9679,708,0,52,0,4344,1970,834664,1,1,0,4,0,28960,BENIGN
6,822,525.5474452554745,6082.725060827251,205,82934,632,0,5,0,216,86,13996,1,1,0,2,0,14480,BENIGN
6,854,128.8056206088993,4683.84074941452,284,170669,759,1,4,0,110,27,3012,1,1,0,1,0,28960,BENIGN
6,851,241058.7544065805,112808.46063454759,8,1298,270,0,96,0,4344,2136,963173,1,1,0,6,0,28960,BENIGN
6,8395,3509.3508040500296,3454.437164979154,299,1398756,6007,0,29,0,2864,1015,944573,1,1,0,13,0,29200,BENIGN
6,6411,295.7416939635002,935.8914365933551,1282,8217299,6410,0,6,316,316,316,0,0,0,0,6,0,2081,BENIGN
6,1,326000.0,7000000.0,0,0,1,0,7,0,163,46,6330,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,54,379888.8888888889,388888.8888888889,2,104,43,0,21,0,1448,976,385471,1,2,0,4,0,65535,BENIGN
6,222,792.7927927927927,157657.65765765766,6,843,159,0,35,0,43,5,109,1,2,0,12,0,65535,BENIGN
6,27,736925.925925926,518518.51851851854,2,58,26,0,14,0,2896,1421,1570035,1,2,0,3,0,29200,BENIGN
6,159,1106.9182389937107,132075.4716981132,7,836,127,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,21,323714.28571428574,619047.619047619,1,30,19,0,13,0,3069,522,888390,0,2,0,10,0,8192,BENIGN
6,20,364300.0,650000.0,1,27,18,0,13,0,3069,560,860077,0,2,0,10,0,8192,BENIGN
6,84,219630.95238095237,178571.42857142858,6,387,72,0,15,0,2920,1229,1293537,1,2,0,3,0,8192,BENIGN
6,233,755.3648068669528,90128.75536480687,11,822,117,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,108,184342.59259259258,148148.14814814815,7,512,86,0,16,0,2920,1244,1044182,1,2,0,3,0,8192,BENIGN
6,231,761.9047619047619,90909.09090909091,11,918,119,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,25,820560.0,560000.0,1,42,23,0,14,0,2896,1465,1599561,1,2,0,4,0,29200,BENIGN
6,343,513.1195335276968,67055.39358600583,15,2304,196,0,23,0,43,7,158,1,2,0,12,0,29200,BENIGN
6,61,336295.08196721313,344262.2950819672,3,141,50,0,21,0,1448,976,385471,1,2,0,4,0,65535,BENIGN
6,182,967.032967032967,192307.6923076923,5,454,114,0,35,0,43,5,109,1,2,0,12,0,65535,BENIGN
6,3033,878.3382789317508,14836.79525222552,68,65608,1332,0,45,0,456,59,11355,1,2,0,24,0,29200,BENIGN
6,325,7655.384615384615,107692.30769230769,9,884,163,0,35,0,456,71,13993,1,2,0,20,0,29200,BENIGN
6,11,1808818.1818181819,1272727.2727272727,0,7,9,0,14,0,2896,1421,1570035,1,2,0,3,0,29200,BENIGN
6,131,1343.5114503816794,160305.3435114504,6,681,116,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,10975,233.98633257403188,3553.5307517084284,288,2164934,9056,0,39,0,408,65,10717,1,2,0,24,0,8192,BENIGN
6,3363,85.6378233719893,1189.4142134998513,1121,3769362,3363,0,4,72,72,72,0,0,0,0,4,0,2076,BENIGN
6,3363,375.854891465953,1189.4142134998513,1121,3769362,3363,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,1570,1676.4331210191083,22292.993630573248,46,31977,1011,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,13,1530538.4615384615,1076923.076923077,1,6,9,0,14,0,2896,1421,1570035,1,2,0,3,0,29200,BENIGN
6,133,1323.3082706766918,157894.73684210525,6,680,116,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,173,118578.03468208092,86705.20231213873,12,1485,143,0,15,0,2920,1367,1341274,1,2,0,4,0,8192,BENIGN
6,297,592.5925925925926,70707.07070707071,14,2054,172,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1450,1771.0344827586207,24137.931034482757,42,31388,996,0,35,0,408,73,11562,1,2,0,24,0,8192,BENIGN
6,1420,1853.5211267605634,23239.436619718308,44,33107,997,0,33,0,408,79,11857,1,2,0,24,0,8192,BENIGN
17,1,96000.0,2000000.0,1,1,1,1,2,48,48,48,0,0,0,0,0,0,0,BENIGN
6,6682,43.10086800359174,598.623166716552,2227,14883041,6682,0,4,72,72,72,0,0,0,0,4,0,2076,BENIGN
6,6682,189.16492068243042,598.623166716552,2227,14883041,6682,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,112,183160.7142857143,142857.14285714287,7,546,89,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,235,748.936170212766,80851.06382978724,13,1020,119,0,19,0,43,9,174,1,2,0,12,0,8192,BENIGN
6,66,310818.1818181818,227272.72727272726,4,280,62,0,15,0,2896,1367,1329377,1,2,0,4,0,29200,BENIGN
6,208,846.1538461538462,110576.92307692308,9,665,115,0,23,0,43,7,161,1,2,0,12,0,29200,BENIGN
6,45,442155.55555555556,444444.44444444444,2,82,36,0,20,0,1448,994,398559,1,2,0,3,0,65535,BENIGN
6,166,1060.2409638554218,210843.3734939759,4,438,112,0,35,0,43,5,109,1,2,0,12,0,65535,BENIGN
6,9,2210777.777777778,1666666.6666666667,0,2,7,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,130,1353.8461538461538,161538.46153846153,6,691,117,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,160,128212.5,100000.0,10,1173,131,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,363,484.8484848484849,57851.239669421484,18,1221,113,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,10814,237.4699463658221,3791.3815424449785,270,2140210,9235,0,41,0,408,62,10369,1,2,0,24,0,8192,BENIGN
6,1470,1719.7278911564626,25170.068027210884,40,25534,957,0,37,0,408,68,11341,1,2,0,22,0,8192,BENIGN
6,144,128118.05555555556,104166.66666666667,10,1229,131,0,15,0,2920,1229,1115277,1,2,0,3,0,8192,BENIGN
6,645,272.86821705426354,35658.91472868217,29,4221,205,0,23,0,43,7,153,1,2,0,12,0,8192,BENIGN
6,39,7384.615384615385,102564.10256410256,13,500,39,0,4,72,72,72,0,0,0,0,4,0,2076,BENIGN
6,39,32410.25641025641,102564.10256410256,13,500,39,0,4,316,316,316,0,0,0,0,4,0,2076,BENIGN
6,363,1586.7768595041323,22038.567493112947,51,17938,356,0,8,72,72,72,0,0,0,0,8,0,2079,BENIGN
6,955,3970.6806282722514,12565.445026178011,86,39349,592,0,12,316,316,316,0,0,0,0,12,0,2079,BENIGN
6,16,1243562.5,1000000.0,1,13,13,0,16,0,2896,1243,1197350,1,2,0,3,0,29200,BENIGN
6,136,1294.1176470588234,154411.76470588235,6,694,117,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,230,86560.86956521739,65217.391304347824,16,3094,208,0,15,0,2920,1327,1305328,1,2,0,3,0,8192,BENIGN
6,354,497.17514124293785,59322.03389830508,17,2131,171,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,50,410280.0,420000.0,2,86,38,0,21,0,1448,976,385471,1,2,0,4,0,65535,BENIGN
6,175,1005.7142857142857,200000.0,5,471,116,0,35,0,43,5,109,1,2,0,12,0,65535,BENIGN
6,13,1530538.4615384615,1153846.1538461538,0,7,10,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,130,1353.8461538461538,161538.46153846153,6,649,113,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,20,994850.0,750000.0,1,26,17,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,140,1257.142857142857,150000.0,7,686,116,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,142,144464.78873239437,112676.05633802817,9,910,114,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,267,659.1760299625469,78651.68539325842,13,1109,119,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1,326000.0,7000000.0,0,0,1,0,7,0,163,46,6330,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,8000000.0,0,0,1,0,8,0,1616,404,559604,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,8000000.0,0,0,1,0,8,0,1616,404,559604,0,2,1,2,0,8192,BENIGN
6,1,3184000.0,9000000.0,0,0,1,0,9,0,1592,353,492945,0,2,1,2,0,8192,BENIGN
6,801,10064.918851435705,18726.591760299627,57,41270,764,0,15,0,3069,537,762788,0,2,0,12,0,8192,BENIGN
6,702,20601.139601139603,49857.54985754986,20,9441,563,0,35,0,3069,413,366518,0,2,0,32,0,8192,BENIGN
6,1,3184000.0,9000000.0,0,0,1,0,9,0,1592,353,492945,0,2,1,2,0,8192,BENIGN
6,8553,295.568806266807,584.59020226821,2138,13602404,7632,0,5,0,632,505,79884,0,0,1,4,0,2078,BENIGN
6,8513,114.1783155174439,587.3370139786209,2128,13680896,7642,0,5,0,243,194,11809,0,0,1,4,0,2078,BENIGN
6,183,108726.77595628415,81967.2131147541,13,2350,181,0,15,0,2896,1326,1464769,1,2,0,3,0,29200,BENIGN
6,687,256.1863173216885,30567.68558951965,34,10458,429,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,186,35774.1935483871,64516.12903225807,16,3063,184,0,12,0,3069,554,955915,0,2,1,8,0,8192,BENIGN
6,89,68966.29213483146,67415.73033707865,17,1548,88,0,6,0,3069,1023,1572846,0,2,1,2,0,8192,BENIGN
6,2,1616000.0,4500000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,273,22483.516483516483,29304.029304029304,39,10558,272,0,8,0,3069,767,1347279,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,205,100068.29268292683,102439.0243902439,10,1937,194,0,21,0,1448,976,385471,1,2,0,4,0,65535,BENIGN
6,335,525.3731343283582,104477.6119402985,9,1157,154,0,35,0,43,5,109,1,2,0,12,0,65535,BENIGN
6,65,42923.07692307692,123076.92307692308,9,596,64,0,8,0,1395,348,417047,0,2,1,2,0,8192,BENIGN
6,61,43868.852459016394,131147.54098360657,8,524,61,0,8,0,1338,334,383640,0,2,1,2,0,8192,BENIGN
6,301,3780.7308970099666,49833.88704318937,21,6385,299,0,15,0,212,75,6530,0,2,1,8,0,8192,BENIGN
6,4282,622.1391872956563,9574.964969640356,107,217044,2842,0,41,0,456,64,12264,1,2,0,24,0,29200,BENIGN
6,1335,2043.4456928838952,30711.610486891386,33,25073,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,35,568485.7142857143,428571.4285714286,2,88,33,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,164,1073.1707317073171,128048.78048780488,8,740,117,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1575,1691.4285714285713,28571.428571428572,35,23570,1002,0,45,0,456,59,11390,1,2,0,24,0,29200,BENIGN
6,1409,1936.124911284599,31937.544357700495,32,23013,998,0,45,0,456,60,11427,1,2,0,24,0,29200,BENIGN
6,1504,1707.4468085106382,25930.85106382979,39,26861,996,0,39,0,408,65,10767,1,2,0,24,0,8192,BENIGN
6,1476,1783.1978319783198,25067.750677506774,41,27893,997,0,37,0,408,71,11075,1,2,0,24,0,8192,BENIGN
6,72,256236.11111111112,208333.33333333334,5,264,60,0,15,0,2920,1229,1115277,1,2,0,3,0,8192,BENIGN
6,203,866.9950738916256,103448.27586206897,10,785,112,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,98,209326.5306122449,153061.22448979592,7,653,95,0,15,0,2896,1367,1329377,1,2,0,4,0,29200,BENIGN
6,280,628.5714285714286,89285.71428571429,11,827,118,0,25,0,43,7,149,1,2,0,12,0,29200,BENIGN
6,2630,1012.9277566539924,17870.722433460076,57,55921,1259,0,47,0,456,56,11031,1,2,0,24,0,29200,BENIGN
6,668,3724.5508982035926,58383.23353293413,17,2312,200,0,39,0,456,63,12971,1,2,0,20,0,29200,BENIGN
6,1,326000.0,7000000.0,0,0,1,0,7,0,163,46,6330,0,2,1,2,0,8192,BENIGN
6,2,1616000.0,4000000.0,0,0,1,0,8,0,1616,404,559604,0,2,1,2,0,8192,BENIGN
6,21,316857.14285714284,571428.5714285715,1,32,19,0,12,0,3069,554,955915,0,2,1,8,0,8192,BENIGN
6,2,1616000.0,4500000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,172,115750.0,93023.25581395348,11,1357,141,0,16,0,2920,1244,1210714,1,2,0,3,0,8192,BENIGN
6,368,478.2608695652174,57065.217391304344,18,3119,191,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
17,10993,30.56490493950696,636.768852906395,1832,157811,2001,1022,7,48,48,48,0,0,0,0,0,0,0,BENIGN
17,11570,29.040622299049264,605.0129645635263,1928,25462,2000,1604,7,48,48,48,0,0,0,0,0,0,0,BENIGN
17,12992,25.862068965517242,538.7931034482758,2165,171456,3010,1990,7,48,48,48,0,0,0,0,0,0,0,BENIGN
17,13990,24.017155110793425,500.35739814152964,2331,664229,3995,1995,7,48,48,48,0,0,0,0,0,0,0,BENIGN
6,8316,1118.5666185666187,3006.2530062530063,346,1239696,5064,0,25,0,3069,372,479413,0,2,1,18,0,8192,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
6,1,3232000.0,9000000.0,0,0,1,0,9,0,1616,359,507878,0,2,1,2,0,8192,BENIGN
17,11960,28.093645484949832,585.2842809364548,1993,147,2001,1971,7,48,48,48,0,0,0,0,0,0,0,BENIGN
17,12960,25.925925925925927,540.1234567901234,2160,155918,2966,1994,7,48,48,48,0,0,0,0,0,0,0,BENIGN
17,10992,30.56768558951965,636.8267831149927,1832,161663,2000,1012,7,48,48,48,0,0,0,0,0,0,0,BENIGN
17,13999,27.430530752196585,571.4693906707622,1999,337112,3018,1007,8,48,48,48,0,0,0,0,0,0,0,BENIGN
17,1941,49.45904173106646,1030.3967027305512,1941,1,1941,1941,2,48,48,48,0,0,0,0,0,0,0,BENIGN
6,1597,1608.0150281778335,25673.13713212273,39,25085,1000,0,41,0,408,62,10392,1,2,0,24,0,8192,BENIGN
17,14999,22.401493432895528,466.6977798519901,2499,1513271,5010,1995,7,48,48,48,0,0,0,0,0,0,0,BENIGN
6,1447,1818.9357290946787,26952.315134761575,38,26531,997,0,39,0,408,67,10771,1,2,0,24,0,8192,BENIGN
17,6005,31.973355537052456,666.1115736885928,2001,12019007,6005,0,4,48,48,48,0,0,0,0,0,0,0,BENIGN
17,14961,22.458391818728696,467.88316289018115,2493,1467915,4966,1995,7,48,48,48,0,0,0,0,0,0,0,BENIGN
17,14922,22.51708886208283,469.106017960059,2487,1435935,4932,1989,7,48,48,48,0,0,0,0,0,0,0,BENIGN
6,3242,2141.2708204811843,4626.773596545342,231,719479,3179,0,15,0,3069,462,786788,0,2,0,12,0,8192,BENIGN
6,21,346952.38095238095,619047.619047619,1,27,18,0,13,0,3069,560,860077,0,2,0,10,0,8192,BENIGN
6,179,114603.35195530727,94972.06703910614,11,1423,149,0,17,0,2920,1206,847676,1,2,0,4,0,8192,BENIGN
6,347,507.20461095100865,60518.731988472624,17,1361,115,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,3700,38.91891891891892,810.8108108108108,1850,6845000,3700,0,3,0,72,48,1728,0,0,1,2,0,2078,BENIGN
6,3699,170.85698837523654,811.0300081103001,1849,6841300,3699,0,3,0,316,210,33285,0,0,1,2,0,2079,BENIGN
17,5969,16.083095995979225,335.0644999162339,5969,1,5969,5969,2,48,48,48,0,0,0,0,0,0,0,BENIGN
6,34,199941.17647058822,382352.9411764706,2,82,31,0,13,0,3069,522,888390,0,2,0,10,0,8192,BENIGN
6,27,269851.85185185185,481481.48148148146,2,57,25,0,13,0,3069,560,860077,0,2,0,10,0,8192,BENIGN
6,1347,1977.728285077951,33407.57238307349,30,22966,997,0,45,0,456,59,11390,1,2,0,24,0,29200,BENIGN
6,1352,2017.7514792899408,28846.153846153848,35,26611,998,0,39,0,456,69,12573,1,2,0,24,0,29200,BENIGN
6,33,13090.90909090909,181818.18181818182,6,205,32,0,6,72,72,72,0,0,0,0,6,0,2079,BENIGN
6,33,57454.545454545456,181818.18181818182,6,182,31,0,6,316,316,316,0,0,0,0,6,0,2079,BENIGN
6,1662,1545.1263537906136,25872.442839951866,39,23884,1000,0,43,0,408,59,10091,1,2,0,24,0,8192,BENIGN
6,1310,2009.1603053435115,26717.557251908398,38,29583,998,0,35,0,408,75,11568,1,2,0,24,0,8192,BENIGN
6,64,320531.25,250000.0,4,183,51,0,16,0,2920,1282,1084523,1,2,0,4,0,8192,BENIGN
6,2638,66.7172100075815,9476.876421531464,109,174230,2054,0,25,0,43,7,149,1,2,0,12,0,8192,BENIGN
6,37,11675.675675675675,162162.16216216216,7,131,27,0,6,72,72,72,0,0,0,0,6,0,2081,BENIGN
6,37,51243.24324324324,162162.16216216216,7,131,27,0,6,316,316,316,0,0,0,0,6,0,2081,BENIGN
6,13141,187.50475610684117,2815.6152499809755,365,3414541,11095,0,37,0,408,66,11347,1,2,0,22,0,8192,BENIGN
6,1512,1671.957671957672,23148.14814814815,44,29194,979,0,35,0,408,72,11880,1,2,0,22,0,8192,BENIGN
6,28,15428.57142857143,214285.7142857143,5,63,18,0,6,72,72,72,0,0,0,0,6,0,2076,BENIGN
6,30,63200.0,200000.0,6,77,20,0,6,316,316,316,0,0,0,0,6,0,2076,BENIGN
6,1339,1989.5444361463778,30619.865571321883,33,25196,997,0,41,0,456,64,12198,1,2,0,24,0,29200,BENIGN
6,1332,2048.0480480480483,30780.78078078078,33,25125,998,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,32,13500.0,187500.0,6,90,22,0,6,72,72,72,0,0,0,0,6,0,2078,BENIGN
6,32,59250.0,187500.0,6,85,21,0,6,316,316,316,0,0,0,0,6,0,2078,BENIGN
6,159,125213.83647798742,94339.62264150943,11,1218,129,0,15,0,2920,1327,1305356,1,2,0,3,0,8192,BENIGN
6,276,637.6811594202899,76086.95652173914,13,1798,159,0,21,0,43,8,164,1,2,0,12,0,8192,BENIGN
6,1338,1991.0313901345291,32137.518684603885,31,24046,997,0,43,0,456,61,11811,1,2,0,24,0,29200,BENIGN
6,1336,2041.9161676646706,30688.622754491018,33,25198,998,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
17,1992,48.19277108433735,1004.0160642570281,1992,1,1992,1992,2,48,48,48,0,0,0,0,0,0,0,BENIGN
6,35,12342.857142857143,171428.57142857142,7,104,23,0,6,72,72,72,0,0,0,0,6,0,2078,BENIGN
6,35,54171.42857142857,171428.57142857142,7,104,23,0,6,316,316,316,0,0,0,0,6,0,2078,BENIGN
6,14,1421214.2857142857,1071428.5714285714,1,8,11,0,15,0,2896,1326,1293136,1,2,0,3,0,29200,BENIGN
6,140,1257.142857142857,150000.0,7,770,123,0,21,0,43,8,172,1,2,0,12,0,29200,BENIGN
6,1438,1780.250347705146,29902.642559109874,34,23945,997,0,43,0,456,59,11915,1,2,0,22,0,29200,BENIGN
6,1342,2032.7868852459017,30551.415797317437,33,25176,997,0,41,0,456,66,12208,1,2,0,24,0,29200,BENIGN
6,9728,44.4078947368421,616.7763157894736,1945,18879987,9718,0,6,72,72,72,0,0,0,0,6,0,2079,BENIGN
6,9728,194.90131578947367,616.7763157894736,1945,18879987,9718,0,6,316,316,316,0,0,0,0,6,0,2079,BENIGN
6,1437,1787.0563674321504,27139.874739039667,37,26403,996,0,39,0,408,65,10767,1,2,0,24,0,8192,BENIGN
